Estimate,Est.Error,Q2.5,Q97.5,variable,mod,waic
0.08409099707703784,0.06622598282043533,-0.04555399698366835,0.21601409619169007,Stream_PAR_sum,NEP ~ Stream_PAR_sum + MOD_ann_NPP + drainage_density_connected + max_interstorm + (1 | site_name),1056.9243881988803
-0.11101842684097339,0.06428278090907098,-0.23748960558359625,0.015112581351140726,MOD_ann_NPP,NEP ~ Stream_PAR_sum + MOD_ann_NPP + drainage_density_connected + max_interstorm + (1 | site_name),1056.9243881988803
0.2217252667358088,0.06579511400560582,0.08593547000384506,0.3464109620608939,drainage_density_connected,NEP ~ Stream_PAR_sum + MOD_ann_NPP + drainage_density_connected + max_interstorm + (1 | site_name),1056.9243881988803
-0.03387463047841984,0.024196300966429194,-0.08157722044099279,0.014348596380516169,max_interstorm,NEP ~ Stream_PAR_sum + MOD_ann_NPP + drainage_density_connected + max_interstorm + (1 | site_name),1056.9243881988803
0.07489297747772727,0.06372503306240136,-0.04857948050489545,0.19895844185065553,Intercept,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + max_interstorm + (1 | site_name),1058.794999350223
0.004352886113255227,0.0647941057486373,-0.11995495704132338,0.1277753024023639,Stream_PAR_sum,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + max_interstorm + (1 | site_name),1058.794999350223
-0.06885084157240307,0.07202740159523274,-0.20831922324153557,0.0768788791001251,MOD_ann_NPP,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + max_interstorm + (1 | site_name),1058.794999350223
-0.03510689046996568,0.03805130817857843,-0.10880961639697581,0.04007150905988286,width_to_area,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + max_interstorm + (1 | site_name),1058.794999350223
-0.0258737397011025,0.024799590440461504,-0.07552431817785374,0.02172466244547928,max_interstorm,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + max_interstorm + (1 | site_name),1058.794999350223
0.06551974361824624,0.06184317071344417,-0.055837180696997064,0.18773776454152008,Intercept,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + Disch_cv + (1 | site_name),1056.265551786136
-1.0357195178685502e-4,0.06741866321721214,-0.133411689337354,0.13899411774630632,Stream_PAR_sum,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + Disch_cv + (1 | site_name),1056.265551786136
-0.07115210850043191,0.07338020696951503,-0.2083785246766091,0.07322129092326238,MOD_ann_NPP,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + Disch_cv + (1 | site_name),1056.265551786136
-0.04318598621839742,0.03586315603016577,-0.11467586820866525,0.025032781048273035,width_to_area,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + Disch_cv + (1 | site_name),1056.265551786136
0.0067521821995278775,0.03397211074194945,-0.06078352041574509,0.07264392355890573,Disch_cv,NEP ~ Stream_PAR_sum + MOD_ann_NPP + width_to_area + Disch_cv + (1 | site_name),1056.265551786136
