var,lab,col,value_pr,se_pr,t_val_pr,p_val_pr,value_nep,se_nep,t_val_nep,p_val_nep,order
TmeanWs,Mean Air Temp,grey,-0.24603270419979126,0.022801346947684466,-10.790270625866535,0,NA,NA,NA,NA,1
PAR_kurt,PAR kurtosis,grey,-0.2210244916071458,0.025841982802104597,-8.552923098035084,3.3306690738754696e-15,-0.15784468076770652,0.02361145443791866,-6.6850892723582875,2.2729573778690337e-10,2
Stream_PAR_sum,Stream Surface PAR ,black,0.11634505200317409,0.024736162448113223,4.703439842264152,4.805345361846847e-6,NA,NA,NA,NA,3
ElevWs,Elevation,grey,0.0894580445018879,0.023803766356227482,3.7581466379367363,2.2546757104269233e-4,0.18468037824706604,0.0219477188462071,8.414559141255886,7.549516567451064e-15,4
Disch_amp,Annual Discharge Amp,red,0.08208455528626162,0.024572491296524158,3.340506027480929,0.0010003086074568124,NA,NA,NA,NA,5
MOD_ann_NPP,Terrestrial NPP,red,NA,NA,NA,NA,-0.06285368254374253,0.023366220494901727,-2.6899379194618387,0.007753515360246821,6
max_interstorm,Max interstorm,black,0.01661688236474844,0.024612419604684837,0.6751421693454921,0.5003770850619791,0.08108118785606741,0.02448056847085813,3.3120631145713433,0.0010998721456052518,7
Width,Width,black,0.003161868412414263,0.02279963823990048,0.1386806395410625,0.8898441771058638,0.06408060633892927,0.021977613758330627,2.915721745025184,0.003955712542880185,8
