GRAND_ID,AREA_SKM,POLY_SRC,lon,lat,CRS,COMID,VPU
2228,8.3,SWBD,-74.29087522,41.07420562,WGS84,6246688,02
2229,1.6,SWBD,-74.49672073,41.0558876,WGS84,6246796,02
2230,1.2,SWBD,-74.43132809,41.02458174,WGS84,6246860,02
2231,3.6,SWBD,-73.99166838,41.03225407,WGS84,6244534,02
2232,1.6,SWBD,-74.24790968,40.97373714,WGS84,6251424,02
2233,2,SWBD,-74.44372716,40.97781894,WGS84,6251032,02
2234,2.1,SWBD,-74.00706523,40.96871186,WGS84,6250926,02
2235,9.2,SWBD,-74.63800517,40.94797274,WGS84,2586925,02
2236,3,SWBD,-74.4080987,40.88225264,WGS84,6251176,02
2237,1.8,SWBD,-74.10723497,40.77979651,WGS84,6250780,02
2238,4.9,SWBD,-74.93147763,40.65293821,WGS84,9513996,02
2239,8.6,SWBD,-74.82550462,40.61581293,WGS84,9514092,02
2240,0.1,SWBD,-74.58019436,40.23121106,WGS84,2590131,02
2241,2.8,SWBD,-74.20851224,40.17772901,WGS84,9441151,02
2242,2.7,SWBD,-74.78690372,40.14048212,WGS84,4481827,02
2252,2.6,SWBD,-66.9166045,18.37788379,WGS84,800032887,21
2254,1,SWBD,-66.23325057,18.33242857,WGS84,800027278,21
2255,1.2,SWBD,-66.66317781,18.32551125,WGS84,800026702,21
2256,1.9,SWBD,-66.65258905,18.26008101,WGS84,800028817,21
2257,2.1,SWBD,-66.47385021,18.10258031,WGS84,800037649,21
2258,0.7,SWBD,-66.10012627,18.07374666,WGS84,800029561,21
2259,0.9,SWBD,-66.02143565,18.02372646,WGS84,800038278,21
