GRAND_ID,AREA_SKM,POLY_SRC,lon,lat,CRS,COMID
514,29.2,SWBD,-119.1266374,39.40428891,WGS84,946050162
515,37.5,SWBD,-111.9346636,39.30635969,WGS84,946030163
516,1.2,SWBD,-106.4680532,39.35808158,WGS84,1321114
517,3,SWBD,-106.7885812,39.36319118,WGS84,1327503
518,3.9,SWBD,-111.2792527,39.29268366,WGS84,4877539
519,6.4,SWBD,-106.3823426,39.26924567,WGS84,916977
520,2,SWBD,-115.0484742,39.22934921,WGS84,20633126
521,2.6,SWBD,-107.7967885,39.22308881,WGS84,3181278
522,2.7,SWBD,-105.2836549,39.19526804,WGS84,191361
523,5.2,SWBD,-111.6995633,39.23559168,WGS84,5303249
524,1.5,SWBD,-119.9015259,39.17337621,WGS84,8942951
525,4.1,SWBD,-112.0514053,39.10368751,WGS84,1202194
526,1.2,SWBD,-111.1966841,39.09984269,WGS84,4877559
527,2,SWBD,-118.8790335,39.05782316,WGS84,10737663
528,1.3,SWBD,-106.2568528,39.01975005,WGS84,916933
529,9.1,SWBD,-105.9156687,38.98709034,WGS84,5242020
530,6.1,SWBD,-105.6413248,38.98203015,WGS84,940190124
531,0.8,SWBD,-107.3417103,38.95763532,WGS84,1338026
532,0.8,SWBD,-105.0643957,38.92611358,WGS84,1529141
533,12.4,SWBD,-105.5204436,38.93118216,WGS84,5242098
534,1.2,SWBD,-114.0133163,38.88523899,WGS84,10409596
535,0.9,SWBD,-119.7349288,38.84178619,WGS84,8922271
536,5.8,SWBD,-106.5823519,38.83515063,WGS84,1333592
537,1.2,SWBD,-107.601041,38.68351352,WGS84,3252185
538,0.4,SWBD,-117.1197557,38.6817995,WGS84,10696177
539,2.6,SWBD,-111.6442601,38.60989394,WGS84,4900175
540,0.6,SWBD,-107.5815862,38.60376998,WGS84,3252199
541,30.2,SWBD,-107.2150974,38.47261671,WGS84,3254113
542,2,SWBD,-107.4981056,38.44620435,WGS84,3254131
543,0.9,McGill,-117.4659053,38.42216251,WGS84,19874584
544,4,SWBD,-119.977081,38.40131621,WGS84,347585
545,1.3,SWBD,-119.9424175,38.33754925,WGS84,347607
546,9.3,SWBD,-119.2301938,38.28886045,WGS84,8915973
547,8.2,SWBD,-112.2022021,38.28821693,WGS84,10815954
548,0.8,McGill,-119.7382498,38.27032621,WGS84,347635
549,0.8,SWBD,-107.5380388,38.22360703,WGS84,3254241
550,2.8,SWBD,-112.8201885,38.23222554,WGS84,1216207
551,0.7,SWBD,-119.9827046,38.19586739,WGS84,347651
552,6.7,SWBD,-111.9934278,38.19648064,WGS84,10806695
553,1.1,SWBD,-108.2504681,38.0300065,WGS84,18375346
554,6.7,SWBD,-119.906847,38.0007011,WGS84,17077297
555,4,SWBD,-119.8582908,37.98620907,WGS84,17082189
556,0.8,SWBD,-119.2748633,37.97367009,WGS84,20289824
557,6.8,SWBD,-119.7413755,37.94766765,WGS84,17082215
558,1.8,SWBD,-107.2269486,37.87459396,WGS84,17905789
559,3.9,SWBD,-119.1116874,37.83991789,WGS84,20289830
560,1.8,SWBD,-107.0862896,37.79459257,WGS84,24604493
561,2.3,SWBD,-108.2973433,37.79725591,WGS84,18385011
562,0.6,SWBD,-119.1533787,37.75159957,WGS84,20287678
563,4.1,SWBD,-112.6418876,37.71593094,WGS84,10819264
564,2.6,SWBD,-107.3032937,37.72951495,WGS84,17906047
565,0.5,SWBD,-109.4418363,37.66778085,WGS84,1399032
566,16,SWBD,-118.7412888,37.61018879,WGS84,20275193
567,14.8,SWBD,-108.550198,37.52254353,WGS84,18384595
568,2.7,SWBD,-107.8059635,37.5673213,WGS84,17014249
569,0.9,SWBD,-113.8680953,37.51719548,WGS84,14598281
570,1.3,SWBD,-107.2216945,37.5124434,WGS84,17029412
571,2.2,SWBD,-108.6244197,37.49140704,WGS84,3263045
572,0.7,SWBD,-108.271392,37.40391039,WGS84,16963977
573,0.7,SWBD,-105.3856469,37.39402795,WGS84,17900453
574,2.3,SWBD,-107.664247,37.4030349,WGS84,17015273
575,9.8,SWBD,-107.5519113,37.40038513,WGS84,17034967
576,6.7,SWBD,-118.9775435,37.38178675,WGS84,17119229
577,0.8,SWBD,-106.2968101,37.36431527,WGS84,17898889
578,3.1,SWBD,-106.572617,37.33273883,WGS84,17876245
579,2.7,SWBD,-119.3124582,37.34595572,WGS84,17116321
580,3.8,SWBD,-119.5509071,37.31151021,WGS84,17116307
581,1.9,SWBD,-118.9580427,37.2600986,WGS84,17129879
582,0.7,SWBD,-113.7751994,37.25840873,WGS84,10025206
583,3.2,SWBD,-106.3534928,37.26758714,WGS84,17898891
584,4.8,SWBD,-119.198197,37.23973676,WGS84,17116551
585,5.3,SWBD,-119.9731992,37.22982733,WGS84,17100121
586,0.5,SWBD,-118.6196395,37.20544386,WGS84,20277965
587,2.3,SWBD,-113.3878215,37.18693787,WGS84,10024052
588,0.3,SWBD,-118.569939,37.16680782,WGS84,20278001
589,1.2,SWBD,-119.4355009,37.15147446,WGS84,17116403
590,7.8,SWBD,-119.2904369,37.12618829,WGS84,17116437
591,4,SWBD,-105.4143409,37.09296072,WGS84,17900465
592,3.7,SWBD,-119.8783805,37.12271511,WGS84,17101075
593,3.9,SWBD,-118.9742921,37.09935005,WGS84,22049573
594,2.6,SWBD,-118.2207738,37.06018555,WGS84,163864514
595,15.8,SWBD,-119.6630524,37.019004,WGS84,17116473
596,2.2,SWBD,-118.9653717,37.01385999,WGS84,22049659
597,120.7,SWBD,-111.3855428,37.0173788,WGS84,3528021
598,0.2,SWBD,-119.6644978,36.87931168,WGS84,17141526
599,1.3,SWBD,-105.2692231,36.88582464,WGS84,17863378
600,15.4,SWBD,-119.2883381,36.86758074,WGS84,22063173
601,52.1,SWBD,-107.4941419,36.9182143,WGS84,17040199
602,1.4,SWBD,-106.8769063,36.71760726,WGS84,17844598
603,23.1,SWBD,-106.6969952,36.69298892,WGS84,17844602
604,11.2,SWBD,-106.7513514,36.62217434,WGS84,17844616
605,3.6,SWBD,-118.9809865,36.40622433,WGS84,14922807
606,15.7,SWBD,-106.4725098,36.26654489,WGS84,17848740
607,2.9,SWBD,-117.9490403,36.15499255,WGS84,20268939
608,1.1,SWBD,-114.9169789,36.11587515,WGS84,22071068
609,3.6,SWBD,-118.9127325,36.07505429,WGS84,14931005
610,581,SWBD,-114.4327304,36.17312155,WGS84,25138800
611,3.8,SWBD,-105.2413419,35.66709312,WGS84,20815242
612,23.8,SWBD,-118.4343418,35.66743383,WGS84,14966245
613,4.3,SWBD,-106.3128507,35.63637348,WGS84,17833758
614,4.3,SWBD,-106.5694217,35.39771735,WGS84,17828456
615,0.5,SWBD,-119.2980906,35.2339438,WGS84,NA
616,98.6,SWBD,-114.6404371,35.44096055,WGS84,945030298
617,2.3,SWBD,-111.4920308,35.06023006,WGS84,20525547
618,1.1,SWBD,-110.2871064,34.93323569,WGS84,21746307
619,4.4,SWBD,-118.7749559,34.65698269,WGS84,17572371
620,9.5,SWBD,-119.9436392,34.57856779,WGS84,17611501
621,2,SWBD,-118.3816497,34.58339861,WGS84,17572425
622,1.3,SWBD,-118.6375337,34.57169471,WGS84,17572387
623,0.9,McGill,-111.1936102,34.54981287,WGS84,21746003
624,7.3,SWBD,-118.6046646,34.53598749,WGS84,17572435
625,3.6,SWBD,-118.7530125,34.47927429,WGS84,17575763
626,8.8,SWBD,-119.3424857,34.39153101,WGS84,17587662
627,2.7,SWBD,-109.3665554,34.36137354,WGS84,20585864
628,0.7,SWBD,-118.4834408,34.2985802,WGS84,22515724
629,60.8,SWBD,-114.2994212,34.42609797,WGS84,21439419
630,1.4,SWBD,-114.2295679,34.2866333,WGS84,9998134
631,2.3,SWBD,-117.1847489,34.25898166,WGS84,22660213
632,10.4,SWBD,-116.9282934,34.25315116,WGS84,22559762
633,0.7,SWBD,-118.8254198,34.2382767,WGS84,17564930
634,0.3,SWBD,-117.8591272,34.21143092,WGS84,22524797
635,1,SWBD,-117.8715343,34.18277274,WGS84,22524817
636,0.5,SWBD,-118.5138056,34.14500231,WGS84,22515812
637,0.4,SWBD,-118.8327439,34.12826833,WGS84,20365959
638,0.4,SWBD,-118.4543467,34.11076712,WGS84,20366289
639,0.8,SWBD,-117.80424,34.08699155,WGS84,22524849
640,1.4,SWBD,-111.7208453,33.9920538,WGS84,20440734
641,1.8,SWBD,-109.4207636,33.87977339,WGS84,20495211
642,9.4,SWBD,-117.4363728,33.84060492,WGS84,22568190
643,8.5,SWBD,-117.1732939,33.85755708,WGS84,22534696
644,4.6,SWBD,-111.6219337,33.84715704,WGS84,20440780
645,0.6,SWBD,-117.7227282,33.78021761,WGS84,22568194
646,1.2,SWBD,-117.269263,33.68801867,WGS84,22534680
647,40.3,SWBD,-111.133186,33.69385197,WGS84,22439640
648,5.4,SWBD,-117.0461515,33.67673661,WGS84,22547063
649,1.5,SWBD,-116.692186,33.66616301,WGS84,22536172
650,9,SWBD,-111.2639138,33.5937736,WGS84,20477142
651,3.6,SWBD,-117.0552278,33.58861909,WGS84,22547117
652,4.1,SWBD,-111.5112247,33.5689469,WGS84,20478148
653,2.4,SWBD,-111.4287878,33.54672831,WGS84,20477384
654,2.5,SWBD,-116.9670488,33.48954107,WGS84,22550593
655,4,SWBD,-116.747678,33.23720651,WGS84,20346071
656,15.5,SWBD,-110.4679127,33.18996746,WGS84,21320443
657,110.4,SWBD,-107.1661781,33.30753201,WGS84,17727510
658,0.9,SWBD,-116.7831887,33.11187718,WGS84,20330940
659,2.9,SWBD,-117.1021746,33.05997437,WGS84,20329198
660,0.3,SWBD,-116.993064,33.02871472,WGS84,20330910
661,0.3,SWBD,-116.5809925,32.98731107,WGS84,20334716
662,4,SWBD,-116.9173297,32.92575032,WGS84,20334560
663,0.9,SWBD,-114.485372,32.9077055,WGS84,10004956
664,28.2,SWBD,-107.2895149,32.97659777,WGS84,3222895
665,3.6,SWBD,-116.786693,32.89537858,WGS84,20337544
666,0.6,SWBD,-116.8874556,32.857924680000004,WGS84,948070178
667,0.8,SWBD,-116.7775717,32.78615696,WGS84,20334622
668,2.8,SWBD,-116.990385,32.69647657,WGS84,20337548
670,1.9,SWBD,-116.6657955,32.6902411,WGS84,20326483
671,3.3,SWBD,-116.9233959,32.62671916,WGS84,20334654
674,1,SWBD,-105.7905833,31.22365454,WGS84,267783
727,4.7,SWBD,-100.3530893,48.98024748,WGS84,14156836
728,2.5,SWBD,-96.27494662,48.95454542,WGS84,7088585
729,16.7,SWBD,-102.1100448,48.83771995,WGS84,14181576
730,10.1,SWBD,-100.7019812,48.61570661,WGS84,939010191
732,21.3,SWBD,-101.5758811,48.53090688,WGS84,14046565
733,3.6,SWBD,-104.5668468,48.39033699,WGS84,3102455
735,13.7,SWBD,-99.17283716,48.30825731,WGS84,14294129
736,29.4,SWBD,-93.11120404,48.11362932,WGS84,7172182
737,46.5,SWBD,-92.90672651,48.06207421,WGS84,7140726
738,3.5,SWBD,-91.53120851,48.01320953,WGS84,7099009
739,9.9,SWBD,-91.73742992,47.95653621,WGS84,7111629
740,1141.6,SWBD,-94.91490729,48.03201036,WGS84,22195660
741,8.9,SWBD,-91.57046631,47.83863511,WGS84,7111895
742,7.4,SWBD,-93.38205448,47.83530414,WGS84,22239614
743,7,SWBD,-90.42435807,47.82335417,WGS84,4799196
744,25.7,SWBD,-91.84560765,47.75102318,WGS84,7112225
745,3.5,SWBD,-95.19017098,47.73445973,WGS84,7057857
746,5.4,SWBD,-96.15900225,47.65930687,WGS84,7053853
747,6.8,McGill,-93.05063745,47.67992183,WGS84,7177362
748,0.2,SWBD,-91.06898099,47.6575919,WGS84,4803060
749,24.4,McGill,-92.64988015,47.5958905,WGS84,7174338
750,9.4,SWBD,-94.86741316,47.60791801,WGS84,22323315
751,2.5,SWBD,-93.41544696,47.53164612,WGS84,4832142
752,9.4,McGill,-92.98405276,47.50838742,WGS84,7175078
753,1126.8,SWBD,-102.2717601,47.76571848,WGS84,21540384
754,4.3,SWBD,-92.174875170000007,47.50332764,WGS84,1783682
755,4,SWBD,-92.6553013,47.48390515,WGS84,1771836
756,2.7,SWBD,-92.35397979,47.4724378,WGS84,1771842
757,2.8,SWBD,-92.48063443,47.45064101,WGS84,1772256
758,248.3,SWBD,-94.19368843,47.44514111,WGS84,22328077
759,8.3,SWBD,-93.5225636,47.42181966,WGS84,4836590
760,4.8,SWBD,-93.68960683,47.39723163,WGS84,22326419
761,0.9,SWBD,-95.31684201,47.37639507,WGS84,7030581
762,0.6,SWBD,-93.50116374,47.28872943,WGS84,4836738
764,5.3,SWBD,-93.96436288,47.25643395,WGS84,4817031
765,0.1,SWBD,-91.64082322,47.26347898,WGS84,1755616
766,6.4,SWBD,-98.8379565,47.28910429,WGS84,12576242
767,412.6,SWBD,-94.40609628,47.16113174,WGS84,4819677
768,1.7,SWBD,-93.56022757,47.23468005,WGS84,4836786
769,7.9,SWBD,-95.75509062,47.12737199,WGS84,939021203
770,2.1,SWBD,-101.2198474,47.07552595,WGS84,14519735
771,5.4,SWBD,-93.48550255,47.06012802,WGS84,4836910
772,6.6,SWBD,-95.53667516,47.07611883,WGS84,939021361
773,11.2,SWBD,-92.17323149,47.06400545,WGS84,1792567
774,19.8,SWBD,-98.01266287,47.15754267,WGS84,14269244
775,31.6,SWBD,-92.18164881,47.01695312,WGS84,1792593
776,8,SWBD,-95.05260746,47.00210507,WGS84,4940641
777,3,SWBD,-98.78716059,46.96926405,WGS84,11505168
778,10.7,SWBD,-92.26358779,46.94514666,WGS84,1793711
779,1.8,SWBD,-94.79560547,46.95902768,WGS84,4943017
780,7.4,SWBD,-98.72811724,46.99968569,WGS84,12577634
781,2.8,SWBD,-94.30490374,46.90848146,WGS84,4824089
782,15.1,SWBD,-95.60620247,46.89108449,WGS84,6657017
783,2.3,SWBD,-94.02682788,46.88131476,WGS84,4622086
784,1.8,SWBD,-102.8492416,46.86179447,WGS84,16237449
785,2.3,SWBD,-94.85710682,46.86148326,WGS84,4943029
786,7.2,SWBD,-94.99881347,46.89171966,WGS84,4946133
787,3.4,SWBD,-94.424337,46.85421136,WGS84,4622390
788,6.2,SWBD,-94.53308399,46.82324603,WGS84,4622116
789,29.8,SWBD,-93.29377388,46.7563818,WGS84,4841864
790,7.2,SWBD,-95.89725321,46.74239152,WGS84,6657087
791,16.4,SWBD,-96.02196362,46.69981833,WGS84,6654399
792,51.3,SWBD,-94.19927281,46.68839878,WGS84,4622310
793,4.6,SWBD,-95.75209242,46.6520525,WGS84,6656573
794,0.1,SWBD,-94.16875405,46.63010737,WGS84,4622236
795,8.2,SWBD,-95.55650367,46.63448546,WGS84,6657139
796,14.4,SWBD,-96.00671555,46.62887468,WGS84,909020751
797,34.6,SWBD,-94.1769557,46.57526516,WGS84,4622252
798,10.4,SWBD,-101.8753354,46.60925298,WGS84,16238023
799,3.5,SWBD,-96.07203172,46.60032642,WGS84,6654383
800,18.7,SWBD,-95.49536465,46.60911884,WGS84,6657219
801,1.6,SWBD,-94.32432892,46.5924972,WGS84,4943127
802,6.7,SWBD,-95.76203196,46.57754866,WGS84,909020574
803,21.1,SWBD,-95.52919683,46.48691077,WGS84,6659551
804,28.7,SWBD,-95.76158565,46.47511407,WGS84,6659559
805,12.9,SWBD,-90.22650899,46.39833807,WGS84,1815897
806,44.4,SWBD,-94.34826208,46.4547227,WGS84,4947431
807,3.2,SWBD,-93.91389478,46.39416937,WGS84,4857005
809,55.8,SWBD,-95.66110177,46.39913855,WGS84,6659707
810,4.9,SWBD,-95.65902806,46.34785614,WGS84,6659635
811,0.2,McGill,-91.28372028,46.35327854,WGS84,NA
812,3.9,SWBD,-93.85449646,46.30487235,WGS84,2361694
813,9.6,SWBD,-95.55723747,46.29110807,WGS84,6659649
814,4.9,SWBD,-94.08572868,46.28025739,WGS84,4858817
815,8.9,SWBD,-91.86844953,46.25617051,WGS84,2261707
816,12.1,SWBD,-91.09453577,46.21952118,WGS84,1850805
817,5.3,SWBD,-91.92830475,46.15287478,WGS84,1850843
819,10.5,SWBD,-91.46932875,46.09243139,WGS84,1850855
820,4.3,SWBD,-93.67362044,46.08272613,WGS84,2361796
821,2.5,SWBD,-95.58462736,46.072422950000004,WGS84,4412372
822,60.2,SWBD,-90.17982578,46.08023495,WGS84,13346290
823,6,SWBD,-91.0383329,46.02120401,WGS84,13119182
824,22.4,SWBD,-95.36846625,46.0409734,WGS84,4965191
825,0.3,SWBD,-97.36112022,46.01736087,WGS84,6675876
826,2.5,SWBD,-90.06391122,45.98429131,WGS84,12993015
827,8,SWBD,-103.2692412,45.98167947,WGS84,21850351
828,25.1,SWBD,-95.35879116,45.93557025,WGS84,937010810
829,4.8,SWBD,-93.29928874,45.97835997,WGS84,2640454
830,55.9,SWBD,-91.19486136,45.92911509,WGS84,13122736
831,4.6,SWBD,-95.52548521,45.87563692,WGS84,4967243
832,3.4,SWBD,-98.70040969,45.88237347,WGS84,11446205
833,0.3,McGill,-91.40709892,45.85396768,WGS84,13122852
834,8.3,SWBD,-94.74927054,45.7787993,WGS84,4980172
835,7,SWBD,-98.23472343,45.78940607,WGS84,11473908
836,42.6,SWBD,-96.73085194,45.70461413,WGS84,6641220
837,17.2,SWBD,-102.2575357,45.7429076,WGS84,16188478
838,8.2,SWBD,-94.93581552,45.78492624,WGS84,4980164
839,1.6,SWBD,-92.7324093,45.69630396,WGS84,2645296
840,13.2,SWBD,-91.69076582,45.70914365,WGS84,13080021
841,1.1,SWBD,-91.54333588,45.66970308,WGS84,13080061
842,5.2,SWBD,-91.822077,45.63015355,WGS84,13080103
843,8.6,SWBD,-91.5828509,45.60249642,WGS84,13080107
844,3.1,SWBD,-93.43980278,45.57335411,WGS84,2363906
845,2.4,SWBD,-98.61369405,45.55446519,WGS84,11473880
846,7.1,SWBD,-91.01539226,45.50856189,WGS84,13351494
847,7.4,SWBD,-92.42745649,45.46514189,WGS84,2649280
848,2.4,SWBD,-98.73714654,45.45595767,WGS84,12557086
849,3.4,McGill,-92.68231199,45.47187589,WGS84,2649288
850,11.6,SWBD,-91.65441582,45.33827076,WGS84,13083475
851,44.6,SWBD,-96.60746733,45.40750742,WGS84,4085834
852,3,SWBD,-94.06492947,45.26936364,WGS84,2725175
853,3.7,SWBD,-94.96604353,45.26009231,WGS84,4253380
854,4.6,SWBD,-96.30444813,45.23330382,WGS84,4085956
855,11.5,SWBD,-91.13079297,45.26494344,WGS84,13125114
856,1.1,SWBD,-93.99644749,45.20818484,WGS84,4251066
857,6.1,SWBD,-94.84141463,45.18324314,WGS84,4253394
858,17.6,SWBD,-96.15173564,45.19672414,WGS84,4085990
859,3.9,SWBD,-93.01562378,45.11395638,WGS84,1100638
860,2.5,SWBD,-90.94352229,45.071491,WGS84,13103357
861,23.4,SWBD,-95.95877029,45.08634438,WGS84,4087330
862,10.1,SWBD,-94.93704908,44.99467331,WGS84,2355754
863,20.5,SWBD,-91.32087506,44.95312161,WGS84,13107131
864,1.1,SWBD,-91.89023176,44.95290264,WGS84,13085583
865,4,SWBD,-91.91227213,44.89225377,WGS84,13085601
866,1.8,SWBD,-91.49407488,44.82965566,WGS84,13107199
867,3.1,SWBD,-91.42096695,44.81462661,WGS84,13098512
868,28.9,SWBD,-103.7067526,44.73424051,WGS84,5454870
869,3.2,SWBD,-93.52361515,44.5902989,WGS84,2387362
870,1092.6,SWBD,-100.5220018,45.20429504,WGS84,14497212
871,3.2,SWBD,-90.70608277,44.42570315,WGS84,13137881
872,15,SWBD,-104.8233135,44.36200829,WGS84,10904541
873,25.6,SWBD,-94.25545615,44.30697701,WGS84,937020666
874,2.4,SWBD,-93.79238814,44.27689941,WGS84,937040193
875,5,SWBD,-93.60681106,44.23041944,WGS84,2033845
876,1.9,SWBD,-92.47525748,44.19005622,WGS84,2442426
877,8.4,SWBD,-93.69047384,44.1731085,WGS84,10596182
878,4.3,SWBD,-90.17516523,44.14668903,WGS84,14708072
879,6.2,SWBD,-94.61226027,44.14035873,WGS84,2423771
880,0.8,SWBD,-94.11139995,44.08572317,WGS84,2747410
881,14.7,SWBD,-95.69819081,44.1198955,WGS84,6580084
882,2.7,SWBD,-103.5045732,44.07491907,WGS84,17533759
883,92.7,SWBD,-89.96231508,44.13927088,WGS84,14705326
884,228.4,SWBD,-99.78416174,44.18616152,WGS84,11545328
885,1.4,SWBD,-103.8003185,44.01887851,WGS84,17533791
886,1.2,SWBD,-103.4679182,43.97365501,WGS84,14397532
887,0.4,SWBD,-93.34863905,43.89130589,WGS84,2034619
888,8,SWBD,-95.26715136,43.7736036,WGS84,6582226
889,2.3,SWBD,-98.04630435,43.75303375,WGS84,12664876
890,2.9,SWBD,-95.61787072,43.61511364,WGS84,14619014
891,10.3,SWBD,-93.31200363,43.62970003,WGS84,6559115
892,1.9,SWBD,-90.09250483,43.6064457,WGS84,13653606
893,16.3,SWBD,-103.4267178,43.30803924,WGS84,9557707
894,1.4,SWBD,-102.7267174,43.17427424,WGS84,16111385
895,84.8,SWBD,-97.65968536,42.84944616,WGS84,11761578
896,3.3,SWBD,-103.3051051,42.78666448,WGS84,16100921
897,9.3,SWBD,-100.9170647,42.60960127,WGS84,16025625
898,36,SWBD,-104.9846613,42.53369228,WGS84,22093159
899,3.6,SWBD,-103.0977856,42.45886032,WGS84,16068633
900,1.3,SWBD,-90.16532807,42.4297632,WGS84,13361636
901,6.8,SWBD,-104.8088647,42.3193262,WGS84,22095235
902,13.5,SWBD,-104.7412127,42.14718387,WGS84,940180144
903,2.2,SWBD,-103.6128212,41.98873917,WGS84,17510202
904,6.9,SWBD,-103.4929166,41.93278848,WGS84,17509158
905,18.1,SWBD,-99.2565472,41.86798914,WGS84,940210130
906,3.1,SWBD,-91.55190874,41.80036157,WGS84,17540717
907,13.4,SWBD,-91.58370049,41.78432542,WGS84,17540771
908,3.7,SWBD,-104.1848277,41.70934802,WGS84,17476609
909,3.6,SWBD,-94.40008303,41.71693498,WGS84,6621752
910,3,SWBD,-98.76126423,41.42560029,WGS84,17324219
911,59.1,SWBD,-93.09622683,41.41158538,WGS84,22254147
912,8.6,SWBD,-98.89972079,41.32063046,WGS84,17375714
913,109.3,SWBD,-101.816725,41.25083649,WGS84,17466912
914,12.4,SWBD,-101.1334886,41.10598288,WGS84,17431640
915,1.1,SWBD,-94.22079557,41.07986831,WGS84,5135427
916,2,SWBD,-94.26822459,41.07013984,WGS84,5135857
917,2,SWBD,-94.73144891,41.05877509,WGS84,2499425
918,6.1,SWBD,-100.7754279,41.03781802,WGS84,19060226
919,6.2,SWBD,-96.87106214,40.97346973,WGS84,17405917
920,1.5,SWBD,-100.4097781,40.9486176,WGS84,167247019
921,2.1,SWBD,-90.13166756,40.9628562,WGS84,13585510
922,5.6,SWBD,-102.6514099,40.93202325,WGS84,3559178
923,0.8,SWBD,-95.88209234,40.92334766,WGS84,7312291
924,50.6,SWBD,-92.98333667,40.85989426,WGS84,5122470
925,9.7,SWBD,-103.2901881,40.77882617,WGS84,3556316
926,0.3,SWBD,-100.0360531,40.7790831,WGS84,7279079
927,2.8,SWBD,-93.77951749,40.77208139,WGS84,5136935
928,1.1,SWBD,-99.98014754,40.73304961,WGS84,7279111
929,8.4,SWBD,-99.85293168,40.69403526,WGS84,7264535
930,1.9,SWBD,-104.9655342,40.64246917,WGS84,2901769
931,2.7,SWBD,-99.86038616,40.62958617,WGS84,7264529
932,2.3,SWBD,-104.9607854,40.5490295,WGS84,2902397
933,3.1,SWBD,-104.8886527,40.53569519,WGS84,2902407
934,3,SWBD,-105.0097258,40.49065371,WGS84,2902879
935,8.2,SWBD,-103.3609516,40.42192948,WGS84,3561586
936,4.3,SWBD,-101.5415686,40.43165205,WGS84,19081473
937,10,SWBD,-104.0743386,40.39211039,WGS84,226785
938,5.5,SWBD,-100.2333935,40.40663435,WGS84,19063680
939,5,SWBD,-100.6921203,40.36623375,WGS84,19070301
940,8.4,McGill,-89.98897154,40.37937336,WGS84,13606898
941,15.1,SWBD,-104.26293510000001,40.33823877,WGS84,226603
942,1.6,SWBD,-92.62167833,40.28725035,WGS84,5125472
943,1.7,SWBD,-103.9757607,40.28505208,WGS84,227923
944,9.8,SWBD,-104.1639018,40.26857375,WGS84,225417
945,5.3,SWBD,-104.6414243,40.22753875,WGS84,226571
946,2,SWBD,-92.6445455,40.17704128,WGS84,5814777
947,15.6,SWBD,-101.1042852,40.1581105,WGS84,19093195
948,50,SWBD,-99.29007005,40.06329001,WGS84,19043625
949,3.6,SWBD,-104.5797078,39.99622718,WGS84,230679
950,7.8,SWBD,-104.7644486,39.94319769,WGS84,226571
951,1.8,SWBD,-94.06637616,39.92719734,WGS84,5109152
952,8.3,SWBD,-98.05993333,39.89639592,WGS84,19017749
954,1.3,SWBD,-92.27410585,39.78896288,WGS84,5641604
955,8.1,SWBD,-92.51529236,39.78944684,WGS84,4461526
956,12.8,SWBD,-99.16259022,39.65666989,WGS84,7347921
957,3.4,SWBD,-104.8558027,39.64034297,WGS84,233751
958,6.8,SWBD,-102.1942881,39.61577221,WGS84,11700182
959,3.2,SWBD,-104.6637327,39.61047316,WGS84,229951
960,16.2,SWBD,-92.63305601,39.60358674,WGS84,4461552
961,58.8,SWBD,-91.77068342,39.5055358,WGS84,4867763
962,36.6,SWBD,-98.37172055,39.49080317,WGS84,3537263
963,14.3,SWBD,-99.45479773,39.39275042,WGS84,5945303
964,24.6,SWBD,-94.52220999,39.43658212,WGS84,2530623
965,42.9,SWBD,-96.66088151,39.33639869,WGS84,2281163
966,1.4,SWBD,-94.78191548,39.16354169,WGS84,2255477
967,40.2,SWBD,-95.45066688,39.17313783,WGS84,748129
968,65.9,SWBD,-96.9526703,39.16573632,WGS84,5927136
969,2.4,SWBD,-94.32658214,39.00433881,WGS84,4392527
970,3.5,SWBD,-94.32230461,38.97505272,WGS84,4393587
971,1.7,SWBD,-104.9694802,38.98040857,WGS84,1531291
972,34.3,SWBD,-98.56407632,38.941268,WGS84,7331766
973,1.4,SWBD,-94.25194743,38.92788081,WGS84,4393635
974,3.3,SWBD,-94.47111938,38.90616078,WGS84,4393093
975,28.3,SWBD,-95.38253613,38.91819468,WGS84,24668488
976,21.2,SWBD,-99.77359176,38.7863891,WGS84,18951693
977,1.4,SWBD,-94.33799791,38.76548711,WGS84,2332151
978,1.3,SWBD,-96.56105515,38.67343115,WGS84,20929494
979,16.6,SWBD,-94.92165794,38.67919609,WGS84,2993730
980,13.7,SWBD,-95.5961969,38.66820526,WGS84,24742093
981,12.6,SWBD,-97.99507414,38.62862139,WGS84,25068620
982,23.9,SWBD,-95.78800816,38.49870678,WGS84,10125642
983,24.6,SWBD,-97.12243426,38.40099618,WGS84,20919149
984,9,SWBD,-94.65491341,38.36074778,WGS84,2998084
985,12.7,SWBD,-102.6900951,38.3381369,WGS84,1595805
986,5.7,SWBD,-93.94469737,38.30603659,WGS84,2334415
987,15.7,SWBD,-104.7748141,38.27164352,WGS84,951037
988,1.8,SWBD,-102.6290015,38.27895111,WGS84,941020098
989,186.8,SWBD,-93.52188718,38.21764748,WGS84,2984402
990,4.2,SWBD,-103.7082822,38.26399894,WGS84,976140
991,33.4,SWBD,-95.80246038,38.25058616,WGS84,20932350
992,18.9,SWBD,-103.2469105,38.26106953,WGS84,1593759
994,2,SWBD,-104.6563811,38.16855255,WGS84,952617
995,19.2,SWBD,-103.7010094,38.192909,WGS84,941020052
996,8.7,SWBD,-103.40096079999999,38.17613818,WGS84,941020090
997,1.1,SWBD,-91.4551991,38.097261,WGS84,5079600
998,44.1,SWBD,-103.0232163,38.07331195,WGS84,1594279
999,1.1,SWBD,-90.33481846,37.9808775,WGS84,937140050
1000,30.5,SWBD,-93.33042558,37.85477306,WGS84,7388839
1002,3,SWBD,-104.6135066,37.73381352,WGS84,1426180
