site_name,year,disch_cv_annual,GPP_annual,ER_annual,NEP_annual,watertemp_mean_annual,disch_mean_annual,PAR_mean_annual,gpp_er_cor_annual,siteyear
nwis_10133650,2015,0.5119996371398181,1220.4451734646977,-848.7498219076841,374.380101606735,8.79847307703399,0.3116411697787907,37.98413620751342,0.8948858827023622,nwis_10133650_2015
nwis_10133650,2016,0.6982428216068776,938.2695154638875,-643.786184678972,289.3565516852633,8.50946275294368,0.4175881731999553,37.83903782331147,0.6218357552436807,nwis_10133650_2016
nwis_10133800,2009,0.9514087869504348,1376.9502376983498,-1087.0349844568511,279.6498678691921,8.58128852739726,1.1429658225647812,36.55357443677589,0.658248847509874,nwis_10133800_2009
nwis_10133800,2010,0.9210550197915214,1458.299744038235,-1111.2243436506865,345.7482849297197,8.519363584474887,1.0463749350313398,36.5530137692252,0.8206477086510378,nwis_10133800_2010
nwis_10133800,2011,1.0468251865804068,1447.5737558191204,-1189.7176565780899,259.35213793885606,7.496785102739726,2.334750824632821,36.605337458518356,0.8447074571219497,nwis_10133800_2011
nwis_10133800,2012,0.7054709922065556,1347.7997888530779,-1327.7762073155857,20.428123951286903,9.328029441887457,0.6512651569829833,37.80372758427541,0.8579003263194036,nwis_10133800_2012
nwis_10133800,2013,0.7079741612737431,1291.8723712029541,-1236.5275543035673,50.5341467069575,9.563415818125355,0.6185798895519123,36.59962740667397,0.8388353407956096,nwis_10133800_2013
nwis_10133800,2014,0.6056340914641516,1414.393663736108,-1147.6880722485455,272.8253977027882,9.665637298362393,0.6766543099405427,36.31306538422356,0.7144380733445017,nwis_10133800_2014
nwis_10133800,2015,0.60588748058213715,1308.721492661951,-1072.2369832339702,237.8827608751567,10.260348173515982,0.5271065506575086,37.36959159106849,0.8440395331308412,nwis_10133800_2015
nwis_10133800,2016,0.6094590990401326,1258.7575601251908,-1089.6935881091292,178.27551850830875,10.120662328554376,0.618547760617639,37.245094073783605,0.6137003516010938,nwis_10133800_2016
nwis_10133980,2012,0.6710095168282272,1599.5420062490498,-767.5472207613298,954.9956915272443,9.35378978103621,0.9290113477746004,37.80372758427541,0.7073747860658927,nwis_10133980_2012
nwis_11273400,2012,0.5377270295351401,4043.9525293783595,-3976.6367109637868,68.11520101529916,18.728354138294744,8.83535029369066,41.94893977473443,0.9606615295736629,nwis_11273400_2012
nwis_11273400,2013,0.513615116042536,4513.956527495009,-4285.434676459628,229.96834957317375,18.5542819980113,7.001656104778956,43.00106666011397,0.8994444251484779,nwis_11273400_2013
nwis_11463980,2013,0.7050071612982366,1104.469452378201,-880.2203797930317,232.41040055542254,17.00564640410957,5.331586485419527,41.661000093225205,0.7876122594790315,nwis_11463980_2013
nwis_13173600,2010,0.21222221488412657,10584.413460350184,-6590.257291100097,4046.372729472375,16.232483440519616,209.19915808417886,34.093412346299175,0.8214249211654843,nwis_13173600_2010
nwis_13213000,2010,0.7983103632753573,5815.500662644532,-5289.665459662855,549.1667537036917,13.796353745601278,38.86006443233422,34.025319053339175,0.5578284698541633,nwis_13213000_2010
nwis_14211010,2010,0.8636444103835514,1133.1050011163504,-972.0491895113839,189.8871708388423,10.575369545859772,100.4719972233517,29.35534717459726,0.8072011837897087,nwis_14211010_2010
nwis_14211010,2011,1.0320468243399377,1026.5326423046997,-784.5893781035528,256.0375527875868,9.9198410187946,101.78398080779733,28.45351304401315,0.7398973099907185,nwis_14211010_2011
nwis_14211010,2012,0.9315206143545702,946.083831640688,-869.4424732797951,87.321612488599,10.358047083968827,134.58372911064424,29.16849964229508,0.6572692062051826,nwis_14211010_2012
nwis_14211010,2013,0.6907082895086292,1114.9090835340987,-1007.8074589535017,125.7155370241461,10.75554261181043,79.23981078445038,29.727085815517807,0.8078807746016907,nwis_14211010_2013
nwis_14211010,2014,0.9871281834448418,1221.4651287280897,-967.6708035023353,283.0519281195773,11.574130221840644,99.1305911011187,30.81791841283726,0.46564173929025193,nwis_14211010_2014
nwis_14211010,2016,0.7272050394109573,1293.7407324966423,-991.1858629505571,320.15254099239144,11.779911309172157,99.53472091413752,29.72211952107541,0.6375692417746405,nwis_14211010_2016
