"site_name","lat","lon","NEP","PtoR","nyears"
"nwis_08181800",29.2221853,-98.3558463,-162.642161788709,0.500848248820768,9
"nwis_08188060",28.84869444,-97.7371389,-127.795082976563,0.646975379060937,4
"nwis_08211200",27.93779594,-97.7758308,-178.240465124935,0.574045422217617,8
"nwis_08375300",29.1835386,-102.9754409,-182.34239815225,0.505171188701802,5
"nwis_08412500",31.87262648,-103.8315824,-232.593937910335,0.810268408465932,1
"nwis_08437710",31.3668055,-103.0059908,-429.290426146031,0.860426184415632,5
"nwis_08446500",31.11320329,-102.4176419,411.57618139627,1.14557186455011,3
"nwis_08447000",30.65961373,-101.7701244,-46.7110567092416,0.904849214580761,4
"nwis_08447300",30.314,-101.7415556,-202.178620177347,0.866524055658468,4
"nwis_09041400",40.10859628,-106.4139212,-275.974966582375,0.488788051520098,2
"nwis_09406000",37.2041494,-113.1807789,-179.239355526431,0.571768193192732,1
"nwis_10129900",40.73522634,-111.4760313,-330.412068476419,0.450365106867796,9
"nwis_10133650",40.7238375,-111.5196438,75.7538376187325,1.32177903992781,6
"nwis_10133800",40.75966979,-111.5640912,50.5814559721324,1.15236122815874,9
"nwis_10133980",40.87078006,-111.5852044,249.830362890042,2.08396560235403,1
"nwis_11044000",33.4739175,-117.1422536,-468.120576181911,0.425864414399788,5
"nwis_11128500",34.58498706,-120.1445926,-604.108527659119,0.441341456220177,3
"nwis_11273400",37.3472151,-120.9761777,-119.384659409165,0.904062207425851,4
"nwis_11447650",38.45601954,-121.5013437,-461.616536203075,0.159194529572314,1
"nwis_11462500",39.02656314,-123.1305588,-69.6824894523552,0.716044452687865,5
"nwis_11463980",38.6329653,-122.8555494,0.535134634101738,0.997423221234743,4
"nwis_11467000",38.50852336,-122.9277737,-39.6612629617648,0.751487132209266,4
"nwis_12100490",47.27482295,-122.2078967,-65.196471028835,0.831972152023857,1
"nwis_12102075",47.19760016,-122.337343,-189.276145206659,0.485600711420506,1
"nwis_13173600",43.7309932,-117.0718258,1199.36026356018,1.606069838069,1
"nwis_13213000",43.78166667,-116.9727778,-118.394230780369,0.909935098732448,4
"nwis_14206950",45.403452,-122.7548185,-167.590443564263,0.225857850216432,9
"nwis_14211010",45.3792874,-122.5773134,48.8348276324532,1.17589683860818,7
"nwis_385446094430700",38.91277778,-94.7186111,-19.2600518293294,0.8282456010984,1
"nwis_385520094420000",38.9272222,-94.6969444,-282.757028243195,0.389560236412632,1
"nwis_385608094380300",38.93555556,-94.6341667,-39.4739143087993,0.524483694677816,1
"WI_BEC",43.1097,-89.6408,-288.696081260741,0.594267657572609,7
"WI_BRW",43.125,-89.635,-96.7160769191015,0.626971129682928,1
